Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Target,Gender,OverTime,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.4461985578408644,0.7422739307643947,-1.0105654376999087,-0.8913849032652423,-1.7007041856237406,-0.6603059658454008,1.3826677316638412,0.379542966731168,-0.057767886307837406,1.1528612603786546,-0.1083126536648994,0.7257729533680725,2.1244129657625943,-1.1501626900645159,-0.4260850141831035,-1.5836393128402484,-0.931697323608499,-0.42149901815843205,-2.171242935919215,-2.492972039126277,-0.1645571086753147,-0.06327436651898863,-0.67891464284095,0.24575036340443934,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.3219153536033086,-1.2973331068840255,-0.1470996605736062,-1.867790125172773,-1.6990431232013166,0.2545383035162763,-0.24059489328806896,-1.0258176405605621,-0.057767886307837406,-0.660628362688892,-0.29161934906581105,1.4883696325039737,-0.6778187247510701,2.1285816300289007,2.3453529099282293,1.1910326655568497,0.24190598890606277,-0.164455435211784,0.15565411083746508,0.33798114551306413,0.48834154112957756,0.7647373733882529,-0.3685898527364113,0.8062670960724391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.008340159959642296,1.4138820804639354,-0.8872131838247227,-0.8913849032652423,-1.6957209983564683,1.1693825728779534,1.2842881786364528,-1.0258176405605621,-0.9611592998452944,0.24611644884488126,-0.9373347071408648,-1.6742710904194371,1.3237753399015475,-0.05724791670004358,-0.4260850141831035,-0.658748653374549,-0.931697323608499,-0.550020809631756,0.15565411083746508,0.33798114551306413,-1.143905083382653,-1.167290019728644,-0.67891464284095,-1.15554146826556,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4295182379215798,1.4609689987085526,-0.7638609299495366,1.0614255405498192,-1.6940599359340442,1.1693825728779534,-0.48654377585654024,0.379542966731168,-0.9611592998452944,0.24611644884488126,-0.7633738919226184,1.2427876510873277,-0.6778187247510701,-1.1501626900645159,-0.4260850141831035,0.26614200609115035,-0.931697323608499,-0.42149901815843205,0.15565411083746508,0.33798114551306413,0.16189221622713143,0.7647373733882529,0.25205972747266614,-1.15554146826556,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.086305834743413,-0.5241163441303108,-0.8872131838247227,-1.867790125172773,-1.6907378110891962,-1.5751502352070779,-1.2735802000756482,0.379542966731168,-0.9611592998452944,-0.660628362688892,-0.6446387323292121,0.3257890282575509,2.524731778693118,-0.8769339967233978,-0.4260850141831035,1.1910326655568497,0.24190598890606277,-0.67854260110508,0.15565411083746508,0.33798114551306413,-0.8174557584802069,-0.6152821931238164,-0.05826506263187258,-0.5950247355975603,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5389828373918852,0.5018828218313488,-0.8872131838247227,-0.8913849032652423,-1.689076748666772,1.1693825728779534,0.6448210839584275,0.379542966731168,-0.9611592998452944,1.1528612603786546,-0.7296012794443508,-0.3440821887873971,-1.0781375376815936,-0.6037053033822797,-0.4260850141831035,0.26614200609115035,-0.931697323608499,-0.42149901815843205,-0.6199782380814283,-1.0774954468066062,-0.0013324462240916328,0.7647373733882529,0.25205972747266614,0.5260087297384393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4165613483063635,1.2924473965699224,-0.7638609299495366,0.0850203186422884,-1.6857546238219239,0.2545383035162763,0.7432006369858161,1.784903574022898,-0.9611592998452944,-1.5673731742226653,-0.8141390138239137,-0.6110191251098386,0.5231377140405005,1.3088955500055466,2.3453529099282293,-1.5836393128402484,2.5891126139351863,0.09258814773486403,0.15565411083746508,-1.0774954468066062,-0.9806804209314299,-1.167290019728644,-0.67891464284095,-1.15554146826556,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7579120363324963,1.3767081976392375,1.8265364014293712,-1.867790125172773,-1.6840935613994996,1.1693825728779534,0.054543765794096526,0.379542966731168,-0.9611592998452944,0.24611644884488126,-0.8092536673647933,-0.13741680282407526,-0.6778187247510701,1.8553529366877828,2.3453529099282293,-0.658748653374549,0.24190598890606277,-1.3211515584717002,-0.6199782380814283,0.33798114551306413,-0.9806804209314299,-1.167290019728644,-0.67891464284095,-1.15554146826556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.11780475942994781,-1.4534634147477563,1.7031841475541851,0.0850203186422884,-1.6824324989770756,1.1693825728779534,-1.0768210940208711,-1.0258176405605621,0.8456235272296195,0.24611644884488126,0.6421190437295627,-0.7763795325053721,-1.0781375376815936,1.5821242433466647,2.3453529099282293,-0.658748653374549,-0.931697323608499,-0.164455435211784,-0.6199782380814283,0.33798114551306413,0.3251168786783545,0.7647373733882529,-0.3685898527364113,1.0865254624064389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.10112443951066322,1.2304909251954261,2.1965931630549296,0.0850203186422884,-1.6807714365546516,0.2545383035162763,1.3826677316638412,0.379542966731168,-0.057767886307837406,0.24611644884488126,-0.26889186771251145,0.3180619064166381,1.3237753399015475,-0.6037053033822797,-0.4260850141831035,-0.658748653374549,1.4155093014206246,0.7351971051014841,0.15565411083746508,-1.0774954468066062,-0.0013324462240916328,0.7647373733882529,1.493358887890821,0.8062670960724391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
