accountlength,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,Target,internationalplan,voicemailplan
0.6988715913818464,1.2730178064175766,1.573644557030757,0.5027734730928949,1.573916599551251,-0.06402524615291312,-0.06007112956697736,-0.06384268189169122,0.8769111146739081,-0.4468831296482382,0.8761987513536744,-0.09479988638052463,-0.5841773484629494,-0.09549925012254307,-0.43663197344929044,0.0,0.0,1.0
0.16983183783592676,1.3468381932250535,-0.3467669416136774,1.1583062544909684,-0.3470469505322051,-0.10161082086511586,0.14167909567895795,-0.10107932023156244,1.0688846829320338,0.1543588601915295,1.0697105934329658,1.245102243682699,-0.5841773484629494,1.2458577098550632,-0.43663197344929044,0.0,0.0,1.0
0.9256029143300976,-0.5724918637693445,1.1710075568318752,0.7044758673692252,1.171169127971254,-1.5714046109265127,0.49474198985934476,-1.5719265346564741,-0.7479373341912541,0.2044623593448435,-0.7466619242658392,0.7018986774408515,0.22989364995253192,0.6959013562642444,-1.2021157978695052,0.0,0.0,0.0
-0.40959265414293755,-0.5724918637693445,2.2100707831515685,-1.4638248711013253,2.2102357755163955,-2.7444701795757838,-0.6148842489932994,-2.744880642362417,-0.06910296395891442,-0.5470901279548661,-0.0693704769883189,-1.3260613031953792,1.0439646483680132,-1.329547653301941,0.3288518509709242,0.0,1.0,0.0
-0.6363239770911888,-0.5724918637693445,-0.2521379692167054,0.6540502688001426,-0.2520902295905796,-1.0353156242419386,1.0999926655971506,-1.0343225686245843,-0.26701385907038366,1.056221844951181,-0.2672803154785032,-0.05858631529773492,-0.5841773484629494,-0.05525854132321514,1.0943356753911389,0.0,1.0,0.0
0.44694789921712275,-0.5724918637693445,0.7999135474319847,-0.10233370973609594,0.8000738967051312,0.3949144029645081,0.04080398305599029,0.39463342766797244,0.06943466261911403,0.9059113474912391,0.07136540816025694,-1.4347020164437487,0.6369291491602725,-1.4368562101001496,-1.2021157978695052,0.0,1.0,0.0
0.5225250068665398,1.1991974196100996,0.7034291049880128,-0.6065896954269216,0.7029342626384117,2.9250170375385682,0.3938668772363771,2.924397544882971,0.24161714136609205,0.9059113474912391,0.24288726818508385,-1.0001391634502705,1.0439646483680132,-0.9942084133075398,1.0943356753911389,0.0,0.0,1.0
1.1775266064948213,-0.5724918637693445,-0.4321185637756521,-1.0604200825486647,-0.4321805624109034,-1.9294566647638116,-0.3122589111243965,-1.9303291786777346,0.22578426975717483,-0.1963656338816683,0.2252952825415115,-1.14499344778143,0.6369291491602725,-1.1417576789050763,-1.2021157978695052,0.0,1.0,0.0
0.42175553000065036,-0.5724918637693445,0.07813569914919742,-0.1527593083051785,0.07862110886128826,2.9863408699637417,-1.0183846994851702,2.9872343720815038,0.3049486278017625,-0.49698662880155214,0.30445921793758596,-0.5655763104567928,-0.17714184925520876,-0.5649741861147054,-0.43663197344929044,0.0,0.0,0.0
1.026372391195987,2.158862448107299,1.4530390039757923,-0.808292089703252,1.4527649211084877,0.42260903696297325,0.5451795461708285,0.4225609064228761,2.4938431277346114,-0.14626213472835434,2.494661430562295,0.3397629666129532,0.22989364995253192,0.3337349770702907,-1.2021157978695052,0.0,1.0,1.0
-0.8882476692559125,-0.5724918637693445,-0.9497947068884995,1.8642646344581244,-0.9495309730583799,0.5511912662415611,-0.8670720305507186,0.5505618507161834,0.16641100122373406,0.5551868534180413,0.16812132919990302,0.8829665328548008,0.6369291491602725,0.8836913306611095,1.8598194998113533,1.0,0.0,0.0
-0.6615163463076612,-0.5724918637693445,0.1375107406531797,1.3600086487672987,0.13755976323884875,-0.7366092146870652,2.4113691296957303,-0.7364294619056145,-0.08691494451894677,-0.29657263218829627,-0.08696246263189049,-0.4207220261256333,0.22989364995253192,-0.41742492051716884,-1.2021157978695052,0.0,0.0,0.0
1.7065663600407408,-0.5724918637693445,-0.9553611170294976,-0.20318490687426108,-0.954988255871117,-1.8938492781943563,-1.4723227062885245,-1.8930925403378633,-1.173445758680913,1.4069463390243788,-1.1732675761224596,0.3397629666129532,-0.9912128476706901,0.3337349770702907,-0.43663197344929044,0.0,0.0,0.0
-0.1324765927617416,-0.5724918637693445,-0.43954044396365005,-0.6065896954269216,-0.43982075834873535,0.9290252015063347,-1.2705724810425891,0.9299101038036208,-0.16014197571019015,0.7556008500312972,-0.1617284016170713,0.7381122485236419,0.22989364995253192,0.7361420650635724,1.0943356753911389,0.0,0.0,0.0
-0.9638247769053295,-0.5724918637693445,-1.1056541908364534,-1.514250469670408,-1.1056092615026607,2.108025334583848,-1.2201349247311053,2.107518791302047,0.051622682059081694,-0.046055136421726386,0.05377342251668535,1.0278208171859602,0.6369291491602725,1.031240596258646,1.8598194998113533,0.0,0.0,0.0
1.5302197755254343,-0.5724918637693445,2.831653248896385,-1.6655272653776556,2.8312745596058773,2.317713277715084,-0.16094624218994502,2.3169748819638225,-0.787519513213548,1.4069463390243788,-0.786243891963876,-1.760624156188857,1.8580356467834946,-1.7587818804947752,1.8598194998113533,1.0,0.0,0.0
-0.3844002849264652,1.4206585800325302,0.2989366347421324,1.9651158315962896,0.29909533449586667,1.5877618530412538,-0.5140091363703319,1.5885331444400919,-2.1986241953583234,-1.2485391161012618,-2.1980007398605266,1.2813158147654895,-0.17714184925520876,1.2860984186543911,-0.43663197344929044,0.0,0.0,1.0
-0.1828613311946863,-0.5724918637693445,0.1931748420631633,0.7044758673692252,0.19322404792876724,0.3474378875385678,0.5451795461708285,0.3480876297431336,-1.4010432880591026,1.056221844951181,-1.401963389488895,-0.7828577369535317,-0.5841773484629494,-0.7795912997111226,1.0943356753911389,0.0,0.0,0.0
-0.6111316078747164,1.8635809008773914,0.17462014159316877,-1.7159528639467383,0.17466928636546095,0.24061572783020294,-1.7749480441574275,0.24103229451600378,-0.6865849567066987,0.4048763559580994,-0.6850899745133374,-0.09479988638052463,0.22989364995253192,-0.09549925012254307,-0.43663197344929044,0.0,0.0,1.0
-0.6867087155241336,-0.5724918637693445,0.8184682479019793,-0.5057384982887565,0.8186286582684376,-0.813758552254218,-0.6148842489932994,-0.8132300284815989,-0.1502464309546167,-1.2986426152545758,-0.14853441238439263,0.9916072461031705,-0.9912128476706901,0.9909998874593176,-0.43663197344929044,0.0,0.0,0.0
1.1775266064948213,-0.5724918637693445,-0.46737249466864184,0.8557526630764729,-0.46710717241242083,0.7727483382292816,-0.3626964674358803,0.7716543908591684,0.16641100122373406,1.6574638347909487,0.16812132919990302,0.12248154011621426,-0.17714184925520876,0.11911786347387353,-1.2021157978695052,0.0,0.0,0.0
-0.5859392386582442,-0.5724918637693445,-2.1873932282371342,-0.5561640968578391,-2.187242714987152,-0.6080269854084773,1.0495551092856668,-0.6084285176123077,0.18224387283265128,-1.7996776067877154,0.18131531843258172,-1.6519834429404876,0.6369291491602725,-1.6514733236965666,2.625303324231568,1.0,0.0,0.0
0.7492563298147911,-0.5724918637693445,0.05030364844420563,0.60362467023106,0.050243238235055214,-2.526869483873558,-0.06007112956697736,-2.5261153921156736,-0.36794841557723285,-1.09822861864132,-0.3684342329290422,-0.2758677417944738,5.928390638860901,-0.26987565491963234,-1.2021157978695052,0.0,0.0,0.0
0.2706013147018162,-0.5724918637693445,-1.2967676056773971,0.14979428310931692,-1.2966141599484589,-1.2529163199441642,0.09124153936747412,-1.2530878188713275,-0.2135779173902872,0.25456585849815744,-0.21450435854778765,-0.9277120212846908,0.6369291491602725,-0.9271405653086591,0.3288518509709242,0.0,0.0,0.0
0.7996410682477358,-0.5724918637693445,-1.8404203294482369,-0.7074408925650868,-1.840159528097073,0.8815486860803945,-1.4218851499770406,0.8810370159825397,0.7245197254380771,0.7556008500312972,0.7266668733833127,0.013840826867845142,-0.9912128476706901,0.011809306675664932,-1.2021157978695052,0.0,0.0,0.0
1.857720575339575,-0.5724918637693445,-1.0388572691444733,-1.2116968782559125,-1.0390304111872681,1.5125907036168496,0.5956171024823124,1.511732577864108,0.9956576517407897,0.7556008500312972,0.994944654447785,1.8969465231729163,0.22989364995253192,1.9031226202440905,1.0943356753911389,0.0,0.0,0.0
-1.0897866229876914,2.3065032217222523,0.6069446625440414,0.7549014659383078,0.6068860851342386,-0.18865109914600622,0.5956171024823124,-0.18951633628875708,-0.3501364350172011,0.7556008500312972,-0.3508422472854698,-0.2758677417944738,-0.5841773484629494,-0.26987565491963234,-1.2021157978695052,0.0,0.0,1.0
-1.1653637306371085,-0.5724918637693445,-0.8533102644445277,-1.3629736739631602,-0.8534827955542071,-0.8928860779641182,-0.009633573255493537,-0.8923578849538252,-1.945298249615643,-1.5992636101744595,-1.947314944439626,1.6072379545105975,-0.17714184925520876,1.608024089049017,1.0943356753911389,0.0,0.0,0.0
-2.0219042839971686,-0.5724918637693445,0.18018655173416734,0.45234787452381237,0.18012656917819772,1.1387131446375702,-0.8166344742392347,1.1393661944653959,-0.37388574243057715,0.10425536103821553,-0.3728322293399351,-1.4347020164437487,0.6369291491602725,-1.4368562101001496,-1.2021157978695052,0.0,0.0,0.0
-1.2913255767194702,-0.5724918637693445,-1.1316307714944458,0.8557526630764729,-1.1318042190037985,0.2861140551133952,0.4443044335478609,0.2852508025446011,-0.42930079306178875,-0.49698662880155214,-0.43000618268154434,0.30354939553016347,-1.3982483468784308,0.30690783787073855,-0.43663197344929044,0.0,0.0,0.0
1.0515647604124594,-0.5724918637693445,-1.7717679377092572,-0.2536105054433436,-1.771397764656586,-1.2647854488006496,-1.8758231567803951,-1.2647242683525373,0.9916994338385605,2.4090163220906584,0.990546658036892,1.4261700990966484,0.6369291491602725,1.420234114652152,0.3288518509709242,0.0,0.0,0.0
-0.6363239770911888,-0.5724918637693445,0.8500112387009697,0.25064548024748207,0.8502808985823126,0.017080467699734512,0.34342932092489326,0.01761246447677649,0.9065977489406285,-0.09615863557504035,0.9069847262299254,0.013840826867845142,0.22989364995253192,0.011809306675664932,-0.43663197344929044,0.0,0.0,0.0
1.8073358369066304,-0.5724918637693445,0.5883899620740469,1.0574550573528032,0.5883313235709323,-3.3517739393992687,0.7469297714167639,-3.352303305281565,1.8387580649156492,-1.09822861864132,1.8393599653392392,0.846752961772011,2.2650711459912354,0.843450621861781,1.0943356753911389,0.0,0.0,0.0
-2.2234432377289477,-0.5724918637693445,1.286046699745841,0.9061782616455555,1.2857720670387327,1.0239782323582152,0.9486799966626992,1.0230016996532985,1.5794947923196239,-0.49698662880155214,1.5798781770965529,0.5570443931096927,-0.5841773484629494,0.5617656602664837,-0.43663197344929044,1.0,0.0,0.0
-1.0897866229876914,1.2730178064175766,-0.06473549446976024,-0.3040361040124262,-0.06435970083242377,-0.11150176157885339,-1.2705724810425891,-0.11038847981653085,0.2594291219261244,0.8057043491846112,0.26047925382865544,-0.7104305947879516,-0.17714184925520876,-0.712523451712242,-1.2021157978695052,0.0,0.0,1.0
-0.7119010847406059,2.158862448107299,0.7368275658340032,-1.0099944839795822,0.7367694160773811,0.3296341942538407,0.09124153936747412,0.3294693105731976,-0.9418900114004937,-1.4489531127145177,-0.940173766345131,1.6072379545105975,0.6369291491602725,1.608024089049017,1.0943356753911389,0.0,0.0,1.0
-1.6188263765336108,1.6421197404549608,-0.6306538588045933,1.4104342473363811,-0.6308256567945335,-0.7544129079717928,-1.0183846994851702,-0.7550477810755502,-1.4069806149124464,0.45497985511141337,-1.4063613858997879,1.5348108123450181,0.6369291491602725,1.5409562410501363,-1.2021157978695052,0.0,0.0,1.0
-0.5607468694417718,-0.5724918637693445,-0.9182517160895085,-1.8168040610849034,-0.9178787327445048,0.4562382353896806,0.7973673277282477,0.45514296497026346,0.5424417019355257,0.4048763559580994,0.5419510241258071,-0.09479988638052463,0.22989364995253192,-0.09549925012254307,-0.43663197344929044,0.0,0.0,0.0
0.9004105451136253,1.8635809008773914,0.43809688826709137,0.30107107881656464,0.43771031793938836,-0.25788768414216895,-0.06007112956697736,-0.2570077432797734,-1.9532146854201016,0.35477285680478543,-1.951712940850519,0.08626796903342455,0.6369291491602725,0.09229072427432138,1.0943356753911389,0.0,1.0,1.0
1.2279113449277659,-0.5724918637693445,-0.7401265915775612,-0.3040361040124262,-0.7399713130492753,1.4077467320512316,-0.41313402374736413,1.4070045325332206,-0.23930633375477786,0.4048763559580994,-0.24089233701314502,0.30354939553016347,1.8580356467834946,0.30690783787073855,-0.43663197344929044,0.0,0.0,0.0
-0.05689948511232451,-0.5724918637693445,-1.0017478682044842,0.09936868454023434,-1.001920888060656,-0.6693508178336499,-0.7661969179277509,-0.6689380549145982,-0.2492018785103513,1.7576708330975768,-0.2496883298349316,-0.31208131287726354,-0.9912128476706901,-0.3101163637189603,1.0943356753911389,0.0,0.0,0.0
0.8752181758971529,2.454143995337206,-0.1333878862087403,-0.7578664911341694,-0.133121464272911,0.06455698312567477,0.34342932092489326,0.0641582624016153,-1.5474973504415896,-1.09822861864132,-1.5470972710483637,1.5710243834278077,4.300248642029938,1.5677833802496883,-1.2021157978695052,1.0,1.0,1.0
